namespace,key,category,description,locked,vi-VN,en-US
x2.resident_app,community.no_match,community,"Scope sheet no search match",False,"Không có nhóm hay căn hộ nào khớp ""{query}""","No groups or apartments match ""{query}"""
x2.resident_app,community.event_registered_toast,community,"Event registered toast",False,"Đã đăng ký tham gia sự kiện.","You're registered for the event."
x2.resident_app,community.event_cancelled_toast,community,"Event registration cancelled toast",False,"Đã huỷ đăng ký.","Registration cancelled."
x2.resident_app,community.event_checkin_toast,community,"Event check-in toast",False,"Đã check-in. Chúc bạn vui!","Checked in. Enjoy!"
x2.resident_app,community.event_full_msg,community,"Event full error",False,"Sự kiện đã hết chỗ.","The event is full."
x2.resident_app,community.event_closed_msg,community,"Event closed error",False,"Sự kiện không còn nhận đăng ký.","The event is no longer accepting registrations."
x2.resident_app,community.event_not_registered_msg,community,"Event not registered error",False,"Bạn chưa đăng ký sự kiện này.","You haven't registered for this event."
x2.resident_app,community.event_already_attended_msg,community,"Event already attended error",False,"Bạn đã check-in nên không huỷ được.","You've already checked in, so you can't cancel."
x2.resident_app,community.event_checkin_window_msg,community,"Event check-in window error",False,"Chỉ check-in được từ 2 giờ trước tới khi sự kiện kết thúc.","Check-in is only open from 2 hours before until the event ends."
x2.resident_app,community.check_in_action,community,"Event check-in button",False,Check-in,"Check in"
x2.resident_app,community.cancel_registration,community,"Event cancel registration button",False,"Huỷ đăng ký","Cancel registration"
x2.resident_app,community.event_full_pill,community,"Event full status pill",False,"Đã hết chỗ",Full
x2.resident_app,community.register_action,community,"Event register button",False,"Đăng ký",Register
x2.resident_app,community.pick_viewing_date,community,"Viewing date picker help",False,"Chọn ngày muốn xem nhà","Pick a viewing date"
x2.resident_app,community.pick_viewing_time,community,"Viewing time picker help",False,"Chọn giờ muốn xem nhà","Pick a viewing time"
x2.resident_app,community.viewing_requested,community,"Viewing request sent toast",False,"Đã gửi yêu cầu xem nhà. Người bán sẽ liên hệ xác nhận.","Viewing request sent. The seller will contact you to confirm."
x2.resident_app,community.leave_contact_title,community,"Leave contact dialog title",False,"Để lại thông tin liên hệ","Leave contact details"
x2.resident_app,community.your_name_optional,community,"Contact name field optional",False,"Tên của bạn (không bắt buộc)","Your name (optional)"
x2.resident_app,community.phone,community,"Contact phone field label",False,"Số điện thoại","Phone number"
x2.resident_app,community.message_optional,community,"Contact message field optional",False,"Lời nhắn (không bắt buộc)","Message (optional)"
x2.resident_app,community.send,community,"Send button",False,Gửi,Send
x2.resident_app,community.contact_required,community,"Contact details required toast",False,"Nhập số điện thoại hoặc lời nhắn để người bán liên hệ lại.","Enter a phone number or message so the seller can reach you."
x2.resident_app,community.contact_sent,community,"Contact sent toast",False,"Đã gửi thông tin liên hệ cho người bán.","Your contact details were sent to the seller."
x2.resident_app,community.interested,community,"Listing interested toggle active",False,"Đã quan tâm",Interested
x2.resident_app,community.interest,community,"Listing interest toggle",False,"Quan tâm",Interested
x2.resident_app,community.request_viewing,community,"Request viewing button",False,"Đăng ký xem nhà","Request a viewing"
x2.resident_app,community.viewing_requested_btn,community,"Viewing requested button state",False,"Đã đăng ký xem nhà","Viewing requested"
x2.resident_app,community.leave_contact,community,"Leave contact button",False,"Để lại thông tin","Leave details"
x2.resident_app,community.contact_sent_btn,community,"Contact sent button state",False,"Đã gửi liên hệ","Contact sent"
x2.resident_app,community.my_events_title,community,"My events screen title and tile",False,"Sự kiện của tôi","My events"
x2.resident_app,community.events_load_error_title,community,"Events load error title",False,"Không tải được sự kiện","Couldn't load events"
x2.resident_app,community.try_again_later,community,"Generic retry-later message",False,"Thử lại sau ít phút.","Please try again in a few minutes."
x2.resident_app,community.no_registered_events_title,community,"No registered events empty title",False,"Bạn chưa đăng ký sự kiện nào","You haven't registered for any events"
x2.resident_app,community.no_registered_events_msg,community,"No registered events empty message",False,"Sự kiện bạn đăng ký tham gia sẽ hiện ở đây.","Events you register for will appear here."
x2.resident_app,community.no_registered_events_msg_project,community,"No registered events empty message with project",False,"Sự kiện bạn đăng ký ở {project} sẽ hiện ở đây. Đổi căn hộ để xem dự án khác.","Events you register for at {project} will appear here. Switch apartment to see other projects."
x2.resident_app,community.events_registered_count,community,"Registered events count",False,"{count} sự kiện đã đăng ký","{count} events registered"
x2.resident_app,community.events_registered_count_project,community,"Registered events count with project",False,"{count} sự kiện đã đăng ký · {project}","{count} events registered · {project}"
x2.resident_app,community.saved_posts_title,community,"Saved posts screen title and tile",False,"Bài đã lưu","Saved posts"
x2.resident_app,community.unsave_all,community,"Unsave all button",False,"Bỏ lưu tất cả","Unsave all"
x2.resident_app,community.no_saved_posts_title,community,"No saved posts empty title",False,"Chưa có bài nào được lưu","No saved posts yet"
x2.resident_app,community.no_saved_posts_msg,community,"No saved posts empty message",False,"Bấm dấu trang trên một bài ở tab Cộng đồng để đọc lại sau.","Tap the bookmark on a post in the Community tab to read it later."
x2.resident_app,community.unavailable_count,community,"Unavailable saved posts count header",False,"Không còn xem được ({count})","No longer available ({count})"
x2.resident_app,community.unsave_all_confirm_title,community,"Unsave all confirm title",False,"Bỏ lưu tất cả?","Unsave all?"
x2.resident_app,community.unsave_all_confirm_msg,community,"Unsave all confirm message",False,"{count} bài sẽ bị bỏ khỏi danh sách đã lưu.","{count} posts will be removed from your saved list."
x2.resident_app,community.reactions_count,community,"Post reactions count",False,"{count} cảm xúc","{count} reactions"
x2.resident_app,community.comments_count,community,"Post comments count",False,"{count} bình luận","{count} comments"
x2.resident_app,community.missing_post,community,"Saved post no longer available row",False,"Bài #{id} — có thể đã bị xoá, hoặc thuộc dự án của căn hộ khác.","Post #{id} — it may have been deleted, or it belongs to another apartment's project."
x2.resident_app,community.my_listings_title,community,"My listings screen title and tile",False,"Tin rao của tôi","My listings"
x2.resident_app,community.listings_load_error_title,community,"Listings load error title",False,"Không tải được tin rao","Couldn't load listings"
x2.resident_app,community.no_listings_title,community,"No listings empty title",False,"Bạn chưa đăng tin rao nào","You haven't posted any listings"
x2.resident_app,community.no_listings_msg,community,"No listings empty message",False,"Đăng tin bán/cho thuê căn hộ để hàng xóm cùng dự án thấy được.","Post a sale/rental listing so neighbors in your project can see it."
x2.resident_app,community.no_listings_msg_project,community,"No listings empty message with project",False,"Tin bạn đăng cho {project} sẽ hiện ở đây.","Listings you post for {project} will appear here."
x2.resident_app,community.rent,community,"Listing rent label",False,"Cho thuê","For rent"
x2.resident_app,community.sale,community,"Listing sale label",False,Bán,"For sale"
x2.resident_app,community.rejection_reason,community,"Listing rejection reason",False,"Lý do từ chối: {reason}","Rejection reason: {reason}"
x2.resident_app,community.interest_short,community,"Listing interest short count",False,"{count} quan tâm","{count} interested"
x2.resident_app,community.inquiry_short,community,"Listing inquiry short count",False,"{count} liên hệ","{count} inquiries"
x2.resident_app,community.withdraw_listing,community,"Withdraw listing button",False,"Rút tin",Withdraw
x2.resident_app,community.withdraw_confirm_title,community,"Withdraw listing confirm title",False,"Rút tin rao?","Withdraw listing?"
x2.resident_app,community.withdraw_confirm_msg,community,"Withdraw listing confirm message",False,"Tin ""{title}"" sẽ không còn hiển thị cho ai nữa.","The listing ""{title}"" will no longer be visible to anyone."
x2.resident_app,community.dismiss,community,"Dismiss dialog button",False,Thôi,Cancel
x2.resident_app,community.listing_withdrawn,community,"Listing withdrawn toast",False,"Đã rút tin rao.","Listing withdrawn."
x2.resident_app,community.approval_pending,community,"Listing approval pending badge",False,"Chờ duyệt","Pending approval"
x2.resident_app,community.approval_rejected,community,"Listing approval rejected badge",False,"Bị từ chối",Rejected
x2.resident_app,community.posts_count,community,"Saved posts count subtitle",False,"{count} bài","{count} posts"
x2.resident_app,community.listings_posted_count,community,"Posted listings count subtitle",False,"{count} tin đã đăng","{count} listings posted"
x2.resident_app,community.check_connection,community,"Check connection retry message",False,"Kiểm tra kết nối rồi thử lại.","Check your connection and try again."
x2.resident_app,community.post_not_found_title,community,"Post not found title",False,"Không tìm thấy bài viết","Post not found"
x2.resident_app,community.post_not_found_msg,community,"Post not found message",False,"Bài có thể đã bị xoá, hoặc thuộc dự án của căn hộ khác — thử đổi căn hộ ở tab Cộng đồng.","The post may have been deleted, or it belongs to another apartment's project — try switching apartment in the Community tab."
x2.resident_app,community.post_load_error_title,community,"Post load error title",False,"Không tải được bài viết","Couldn't load the post"
x2.resident_app,community.listing_not_authorized,community,"Listing not authorized failure",False,"Bạn chưa được phép rao tin cho căn hộ này. Người thuê/môi giới cần Ban quản lý xác minh trước.","You're not allowed to post a listing for this apartment yet. Tenants/agents must be verified by the management board first."
x2.resident_app,community.listing_own,community,"Listing own failure",False,"Đây là tin của chính bạn.","This is your own listing."
x2.resident_app,community.listing_forbidden,community,"Listing forbidden failure",False,"Bạn không xem được tin rao này.","You can't view this listing."
x2.resident_app,community.listing_not_found,community,"Listing not found failure",False,"Tin rao không còn khả dụng.","This listing is no longer available."
